Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"Galp Monte Real";"Outro";"Leiria";"1,688 €";"GALP";"Gasóleo simples";"2025-03-31 09:00";"Leiria";"Rua Base Aérea 5";"Monte Real";"2425-022";39.84793;-8.87204
"Galp Monte Real";"Outro";"Leiria";"1,245 €";"GALP";"Gasóleo colorido";"2025-03-31 09:00";"Leiria";"Rua Base Aérea 5";"Monte Real";"2425-022";39.84793;-8.87204
"NADP Bajouca";"Outro";"Leiria";"1,708 €";"AUTO JULIO";"Gasóleo simples";"2025-03-31 09:00";"Leiria";"Rua do Vale";"Bajouca";"2425-208";39.89291;-8.77613
"NADP Bajouca";"Outro";"Leiria";"1,728 €";"AUTO JULIO";"Gasóleo especial";"2025-03-31 09:00";"Leiria";"Rua do Vale";"Bajouca";"2425-208";39.89291;-8.77613
"NADP Bajouca";"Outro";"Leiria";"1,339 €";"AUTO JULIO";"Gasóleo colorido";"2025-03-31 09:00";"Leiria";"Rua do Vale";"Bajouca";"2425-208";39.89291;-8.77613
"NADP Bajouca";"Outro";"Leiria";"1,567 €";"AUTO JULIO";"Gasóleo de aquecimento";"2025-03-31 09:00";"Leiria";"Rua do Vale";"Bajouca";"2425-208";39.89291;-8.77613
"NADP Bajouca";"Outro";"Leiria";"1,829 €";"AUTO JULIO";"Gasolina simples 95";"2025-03-31 09:00";"Leiria";"Rua do Vale";"Bajouca";"2425-208";39.89291;-8.77613
"NADP Bajouca";"Outro";"Leiria";"1,849 €";"AUTO JULIO";"Gasolina especial 95";"2025-03-31 09:00";"Leiria";"Rua do Vale";"Bajouca";"2425-208";39.89291;-8.77613
"NADP Bajouca";"Outro";"Leiria";"2,200 €";"AUTO JULIO";"Gasolina de mistura (motores a 2 tempos)";"2025-03-31 09:00";"Leiria";"Rua do Vale";"Bajouca";"2425-208";39.89291;-8.77613
"RE - GALVEIAS";"Outro";"Ponte de Sor";"1,678 €";"REDE ENERGIA";"Gasóleo simples";"2025-03-31 09:00";"Portalegre";"EST. NACIONAL Nº 244, KM 96";"Galveias";"7400-022";39.15676;-7.99695
"RE - GALVEIAS";"Outro";"Ponte de Sor";"1,708 €";"REDE ENERGIA";"Gasóleo especial";"2025-03-31 09:00";"Portalegre";"EST. NACIONAL Nº 244, KM 96";"Galveias";"7400-022";39.15676;-7.99695
"RE - GALVEIAS";"Outro";"Ponte de Sor";"1,225 €";"REDE ENERGIA";"Gasóleo colorido";"2025-03-31 09:00";"Portalegre";"EST. NACIONAL Nº 244, KM 96";"Galveias";"7400-022";39.15676;-7.99695
"RE - GALVEIAS";"Outro";"Ponte de Sor";"1,810 €";"REDE ENERGIA";"Gasolina simples 95";"2025-03-31 09:00";"Portalegre";"EST. NACIONAL Nº 244, KM 96";"Galveias";"7400-022";39.15676;-7.99695
"BP - Lançada";"Outro";"Montijo";"1,699 €";"BP";"Gasóleo simples";"2025-03-31 09:00";"Setúbal";"EN 11 Km 36";"Lançada - Sarilhos Grandes";"2870-507";38.6830129934;-8.95621900754
"BP - Lançada";"Outro";"Montijo";"1,859 €";"BP";"Gasóleo especial";"2025-03-31 09:00";"Setúbal";"EN 11 Km 36";"Lançada - Sarilhos Grandes";"2870-507";38.6830129934;-8.95621900754
"BP - Lançada";"Outro";"Montijo";"1,834 €";"BP";"Gasolina simples 95";"2025-03-31 09:00";"Setúbal";"EN 11 Km 36";"Lançada - Sarilhos Grandes";"2870-507";38.6830129934;-8.95621900754
"BP - Lançada";"Outro";"Montijo";"2,084 €";"BP";"Gasolina especial 98";"2025-03-31 09:00";"Setúbal";"EN 11 Km 36";"Lançada - Sarilhos Grandes";"2870-507";38.6830129934;-8.95621900754
"Amor";"Outro";"Leiria";"1,563 €";"REDE ENERGIA";"Gasóleo simples";"2025-03-31 09:00";"Leiria";"EN 349-1 Km8 (Rua Padre Margalhau)";"Barreiros-Pinhal da Guarda";"2400-763";39.79323;-8.85284
"Amor";"Outro";"Leiria";"1,593 €";"REDE ENERGIA";"Gasóleo especial";"2025-03-31 09:00";"Leiria";"EN 349-1 Km8 (Rua Padre Margalhau)";"Barreiros-Pinhal da Guarda";"2400-763";39.79323;-8.85284
"Amor";"Outro";"Leiria";"1,185 €";"REDE ENERGIA";"Gasóleo colorido";"2025-03-31 09:00";"Leiria";"EN 349-1 Km8 (Rua Padre Margalhau)";"Barreiros-Pinhal da Guarda";"2400-763";39.79323;-8.85284
"Amor";"Outro";"Leiria";"1,695 €";"REDE ENERGIA";"Gasolina simples 95";"2025-03-31 09:00";"Leiria";"EN 349-1 Km8 (Rua Padre Margalhau)";"Barreiros-Pinhal da Guarda";"2400-763";39.79323;-8.85284
"COIMBRA I";"Outro";"Coimbra";"1,641 €";"CEPSA";"Gasóleo simples";"2025-03-31 09:00";"Coimbra";"R. da Guarda Inglesa\r\n";"Coimbra";"3000-000";40.21038937;-8.439547493
"COIMBRA I";"Outro";"Coimbra";"1,691 €";"CEPSA";"Gasóleo especial";"2025-03-31 09:00";"Coimbra";"R. da Guarda Inglesa\r\n";"Coimbra";"3000-000";40.21038937;-8.439547493
"COIMBRA I";"Outro";"Coimbra";"1,766 €";"CEPSA";"Gasolina simples 95";"2025-03-31 09:00";"Coimbra";"R. da Guarda Inglesa\r\n";"Coimbra";"3000-000";40.21038937;-8.439547493
"COIMBRA I";"Outro";"Coimbra";"1,816 €";"CEPSA";"Gasolina especial 95";"2025-03-31 09:00";"Coimbra";"R. da Guarda Inglesa\r\n";"Coimbra";"3000-000";40.21038937;-8.439547493
"INTERMARCHE MAFRA";"Outro";"Mafra";"1,549 €";"INTERMARCHÉ";"Gasóleo simples";"2025-03-31 09:00";"Lisboa";"Rua Almirante Gago Coutinho nº 7";"Mafra";"2640-487";38.93241;-9.33026
"INTERMARCHE MAFRA";"Outro";"Mafra";"1,579 €";"INTERMARCHÉ";"Gasóleo especial";"2025-03-31 09:00";"Lisboa";"Rua Almirante Gago Coutinho nº 7";"Mafra";"2640-487";38.93241;-9.33026
"INTERMARCHE MAFRA";"Outro";"Mafra";"1,679 €";"INTERMARCHÉ";"Gasolina simples 95";"2025-03-31 09:00";"Lisboa";"Rua Almirante Gago Coutinho nº 7";"Mafra";"2640-487";38.93241;-9.33026
"INTERMARCHE MAFRA";"Outro";"Mafra";"1,829 €";"INTERMARCHÉ";"Gasolina 98";"2025-03-31 09:00";"Lisboa";"Rua Almirante Gago Coutinho nº 7";"Mafra";"2640-487";38.93241;-9.33026
"Garagem da Bela Vista,Lda";"Outro";"Vila Franca de Xira";"1,714 €";"GALP";"Gasóleo simples";"2025-03-31 09:00";"Lisboa";"EN 10 nº58 a 68 (km 133,28)";"Póvoa de Santa Iría";"2625-122";38.86256;-9.06379
"Garagem da Bela Vista,Lda";"Outro";"Vila Franca de Xira";"1,764 €";"GALP";"Gasóleo especial";"2025-03-31 09:00";"Lisboa";"EN 10 nº58 a 68 (km 133,28)";"Póvoa de Santa Iría";"2625-122";38.86256;-9.06379
"Garagem da Bela Vista,Lda";"Outro";"Vila Franca de Xira";"1,829 €";"GALP";"Gasolina simples 95";"2025-03-31 09:00";"Lisboa";"EN 10 nº58 a 68 (km 133,28)";"Póvoa de Santa Iría";"2625-122";38.86256;-9.06379
"Garagem da Bela Vista,Lda";"Outro";"Vila Franca de Xira";"1,879 €";"GALP";"Gasolina especial 95";"2025-03-31 09:00";"Lisboa";"EN 10 nº58 a 68 (km 133,28)";"Póvoa de Santa Iría";"2625-122";38.86256;-9.06379
"Portimão-Raminha";"Outro";"Portimão";"1,049 €";"BP";"GPL Auto";"2025-03-31 09:00";"Faro";"Av. S.Lourenço da Barrosa (V6), Lote 18";"Portimão - Alto da Raminha";"8500-510";37.14381;-8.54823
"Portimão-Raminha";"Outro";"Portimão";"1,699 €";"BP";"Gasóleo simples";"2025-03-31 09:00";"Faro";"Av. S.Lourenço da Barrosa (V6), Lote 18";"Portimão - Alto da Raminha";"8500-510";37.14381;-8.54823
"Portimão-Raminha";"Outro";"Portimão";"1,859 €";"BP";"Gasóleo especial";"2025-03-31 09:00";"Faro";"Av. S.Lourenço da Barrosa (V6), Lote 18";"Portimão - Alto da Raminha";"8500-510";37.14381;-8.54823
"Portimão-Raminha";"Outro";"Portimão";"1,834 €";"BP";"Gasolina simples 95";"2025-03-31 09:00";"Faro";"Av. S.Lourenço da Barrosa (V6), Lote 18";"Portimão - Alto da Raminha";"8500-510";37.14381;-8.54823
"Portimão-Raminha";"Outro";"Portimão";"2,084 €";"BP";"Gasolina especial 98";"2025-03-31 09:00";"Faro";"Av. S.Lourenço da Barrosa (V6), Lote 18";"Portimão - Alto da Raminha";"8500-510";37.14381;-8.54823
"Intermarché Pinhal Novo";"Outro";"Palmela";"1,531 €";"INTERMARCHÉ";"Gasóleo simples";"2025-03-31 09:00";"Setúbal";"Lagoa da Palha";"Pinhal Novo";"2955-009";38.63557;-8.89905
"Intermarché Pinhal Novo";"Outro";"Palmela";"1,581 €";"INTERMARCHÉ";"Gasóleo especial";"2025-03-31 09:00";"Setúbal";"Lagoa da Palha";"Pinhal Novo";"2955-009";38.63557;-8.89905
"Intermarché Pinhal Novo";"Outro";"Palmela";"1,656 €";"INTERMARCHÉ";"Gasolina simples 95";"2025-03-31 09:00";"Setúbal";"Lagoa da Palha";"Pinhal Novo";"2955-009";38.63557;-8.89905
"Intermarché Pinhal Novo";"Outro";"Palmela";"1,781 €";"INTERMARCHÉ";"Gasolina 98";"2025-03-31 09:00";"Setúbal";"Lagoa da Palha";"Pinhal Novo";"2955-009";38.63557;-8.89905
"E.S. ENTRADAS-IP2";"Outro";"Castro Verde";"1,669 €";"REPSOL";"Gasóleo simples";"2025-03-31 09:00";"Beja";"Rua da Lavoura";"Entradas";"7780-323";37.77887;-8.0103
"E.S. ENTRADAS-IP2";"Outro";"Castro Verde";"1,729 €";"REPSOL";"Gasóleo especial";"2025-03-31 09:00";"Beja";"Rua da Lavoura";"Entradas";"7780-323";37.77887;-8.0103
"E.S. ENTRADAS-IP2";"Outro";"Castro Verde";"1,256 €";"REPSOL";"Gasóleo colorido";"2025-03-31 09:00";"Beja";"Rua da Lavoura";"Entradas";"7780-323";37.77887;-8.0103
"E.S. ENTRADAS-IP2";"Outro";"Castro Verde";"1,794 €";"REPSOL";"Gasolina simples 95";"2025-03-31 09:00";"Beja";"Rua da Lavoura";"Entradas";"7780-323";37.77887;-8.0103
"E.S. ENTRADAS-IP2";"Outro";"Castro Verde";"1,854 €";"REPSOL";"Gasolina especial 95";"2025-03-31 09:00";"Beja";"Rua da Lavoura";"Entradas";"7780-323";37.77887;-8.0103
"BP Montijo (Rotunda)";"Outro";"Montijo";"1,699 €";"BP";"Gasóleo simples";"2025-03-31 09:00";"Setúbal";"Alto das Vinhas Grandes";"Montijo";"2870-028";38.707297;-8.944502
"BP Montijo (Rotunda)";"Outro";"Montijo";"1,859 €";"BP";"Gasóleo especial";"2025-03-31 09:00";"Setúbal";"Alto das Vinhas Grandes";"Montijo";"2870-028";38.707297;-8.944502
"BP Montijo (Rotunda)";"Outro";"Montijo";"1,834 €";"BP";"Gasolina simples 95";"2025-03-31 09:00";"Setúbal";"Alto das Vinhas Grandes";"Montijo";"2870-028";38.707297;-8.944502
"RE - CARVIDE";"Outro";"Leiria";"1,563 €";"REDE ENERGIA";"Gasóleo simples";"2025-03-31 09:00";"Leiria";"R. Principal 1251";"Carvide";"2425-345";39.85741;-8.88404
"RE - CARVIDE";"Outro";"Leiria";"1,593 €";"REDE ENERGIA";"Gasóleo especial";"2025-03-31 09:00";"Leiria";"R. Principal 1251";"Carvide";"2425-345";39.85741;-8.88404
"RE - CARVIDE";"Outro";"Leiria";"1,185 €";"REDE ENERGIA";"Gasóleo colorido";"2025-03-31 09:00";"Leiria";"R. Principal 1251";"Carvide";"2425-345";39.85741;-8.88404
"RE - CARVIDE";"Outro";"Leiria";"1,695 €";"REDE ENERGIA";"Gasolina simples 95";"2025-03-31 09:00";"Leiria";"R. Principal 1251";"Carvide";"2425-345";39.85741;-8.88404
